Mes,Año,Observado,ACCESS-CM2_r1i1p1f1,ACCESS-ESM1-5_r1i1p1f1,ACCESS-ESM1-5_r2i1p1f1,AWI-CM-1-1-MR_r1i1p1f1,BCC-CSM2-MR_r1i1p1f1,CAMS-CSM1-0_r1i1p1f1,CAMS-CSM1-0_r2i1p1f1,CanESM5-CanOE_r1i1p2f1,CanESM5_r1i1p1f1,CanESM5_r2i1p1f1,CanESM5_r3i1p1f1,CanESM5_r4i1p1f1,CanESM5_r5i1p1f1,CESM2-WACCM_r3i1p1f1,CESM2_r1i1p1f1,CESM2_r2i1p1f1,CMCC-CM2-SR5_r1i1p1f1,CMCC-ESM2_r1i1p1f1,EC-Earth3-Veg-LR_r1i1p1f1,EC-Earth3-Veg_r2i1p1f1,EC-Earth3_r1i1p1f1,FGOALS-f3-L_r1i1p1f1,FIO-ESM-2-0_r1i1p1f1,FIO-ESM-2-0_r2i1p1f1,FIO-ESM-2-0_r3i1p1f1,GFDL-ESM4_r1i1p1f1,GISS-E2-1-G_r1i1p1f2,HadGEM3-GC31-LL_r1i1p1f3,IITM-ESM_r1i1p1f1,INM-CM4-8_r1i1p1f1,INM-CM5-0_r1i1p1f1,KACE-1-0-G_r1i1p1f1,MCM-UA-1-0_r1i1p1f2,MIROC-ES2L_r1i1p1f2,MIROC6_r1i1p1f1,MIROC6_r2i1p1f1,MIROC6_r3i1p1f1,MPI-ESM1-2-HR_r2i1p1f1,MPI-ESM1-2-LR_r1i1p1f1,MPI-ESM1-2-LR_r2i1p1f1,MPI-ESM1-2-LR_r3i1p1f1,MPI-ESM1-2-LR_r4i1p1f1,MPI-ESM1-2-LR_r5i1p1f1,MRI-ESM2-0_r1i1p1f1,NESM3_r1i1p1f1,NESM3_r2i1p1f1,NorESM2-LM_r1i1p1f1,NorESM2-MM_r1i1p1f1,TaiESM1_r1i1p1f1,UKESM1-0-LL_r1i1p1f2
3,1995,0.0,0.0,0.0,6.5,2.8,0.0,5.9,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.5,6.5,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.5,0.0,0.0,12.5,0.0,0.0,0.0,0.5,0.0,0.5,5.9,1.0,32.0,0.0,0.0,0.5,6.5,0.0,6.5
4,1995,17.0,21.5,1.0,5.9,0.0,21.5,0.0,0.0,0.0,0.0,88.0,0.0,6.0,0.0,0.5,0.0,67.5,0.0,1.5,7.5,0.0,25.0,0.0,0.0,21.5,49.5,0.0,25.0,1.5,67.5,67.5,0.5,6.0,0.0,0.0,0.0,0.0,21.5,3.0,0.0,0.0,0.0,9.0,7.5,6.0,1.0,49.5,9.0,1.5,25.0,0.0
5,1995,0.0,42.0,23.0,15.0,55.5,1.0,15.0,0.0,24.0,7.5,0.0,1.0,87.5,81.7,85.0,47.5,117.5,5.5,1.0,69.0,0.0,69.0,5.5,14.0,23.0,47.5,42.0,47.5,7.0,57.5,64.0,3.0,24.0,64.0,7.5,127.2,127.2,57.5,1.0,5.5,23.0,134.1,0.0,10.0,0.0,26.5,202.5,10.0,0.0,0.0,127.2
6,1995,72.0,48.5,348.0,48.5,328.2,1.0,34.5,0.0,149.0,59.0,3.5,22.0,83.2,328.2,120.0,53.9,103.0,78.5,72.0,45.0,53.9,78.5,72.0,22.0,121.0,64.5,128.0,99.0,1.0,78.5,328.2,48.5,120.0,45.0,103.0,0.0,83.2,3.5,45.0,128.0,34.5,401.0,128.0,121.0,22.0,49.0,59.0,83.2,348.0,121.0,48.5
7,1995,118.0,5.5,159.0,34.0,27.7,61.5,149.5,83.0,17.0,3.4,159.0,175.0,70.6,211.0,98.5,83.0,83.0,98.5,3.4,66.5,61.5,9.5,61.8,118.0,149.5,43.5,54.5,55.0,5.5,32.5,17.0,211.0,149.5,61.5,3.4,27.7,211.0,0.0,61.8,51.0,55.0,0.0,27.7,9.5,43.5,5.5,83.0,3.4,50.5,3.4,0.0
8,1995,66.5,51.0,171.0,171.0,69.5,93.5,64.0,15.0,41.0,0.0,86.5,86.5,41.9,111.0,10.0,0.0,91.5,64.0,69.5,41.0,39.5,49.5,135.6,86.5,77.2,41.0,39.5,8.0,64.0,41.9,34.0,0.0,69.5,8.0,69.5,0.0,66.5,51.0,17.5,49.5,10.0,0.0,47.0,104.5,47.0,69.5,135.6,19.8,29.0,19.8,93.5
9,1995,24.0,8.5,132.1,0.0,8.5,5.0,0.0,8.5,16.0,13.5,9.5,44.0,109.5,18.0,16.0,1.0,16.0,5.0,3.5,22.5,2.0,21.0,5.0,26.5,132.1,19.5,30.9,0.0,44.0,0.0,9.5,123.0,5.0,2.0,1.0,21.0,24.0,3.0,0.0,8.5,8.5,13.5,44.0,0.0,18.0,13.5,24.0,16.0,11.0,0.0,13.5
10,1995,0.0,77.0,4.0,0.0,8.0,8.0,0.0,57.5,27.0,0.0,0.0,57.5,0.0,8.0,0.0,0.0,23.0,0.0,0.0,5.4,2.5,0.0,8.0,0.0,0.0,2.5,23.0,0.0,2.5,21.0,23.0,0.0,16.0,0.0,8.0,29.0,27.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,16.0,4.0,10.0,57.5,2.5,8.0,57.5
11,1995,0.0,0.0,10.0,0.0,33.0,0.0,3.5,0.0,3.5,5.7,15.5,1.5,0.0,0.0,1.5,0.0,0.0,10.0,0.0,5.0,15.5,0.0,0.0,0.0,5.7,33.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,8.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,5.7,0.0,3.5,10.0,0.0,0.0,10.0,2.0,0.0
12,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0
1,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.5,0.0,0.0
3,1996,0.0,0.0,0.5,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,12.5,8.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,8.0,0.0,0.0,5.5
4,1996,25.0,0.0,67.5,3.0,0.0,22.0,22.0,7.5,27.5,27.5,17.0,0.0,7.5,21.5,0.0,0.0,1.0,3.0,0.0,0.0,1.0,17.0,9.0,6.0,0.0,21.5,0.0,49.5,7.5,1.0,1.5,0.0,1.5,0.0,7.5,0.0,17.0,0.0,0.0,0.0,67.5,1.0,7.5,0.0,25.0,0.5,0.0,1.5,17.0,88.0,22.0
5,1996,5.5,57.5,1.0,5.5,26.5,117.5,5.5,87.5,15.0,14.0,85.0,57.5,0.0,202.5,0.0,26.5,0.0,23.0,26.5,0.0,87.5,64.0,127.2,64.0,1.0,26.5,3.0,3.0,5.5,3.0,184.5,0.0,85.0,24.0,7.0,0.0,81.7,117.5,15.0,26.5,47.5,202.5,1.0,42.0,14.0,7.5,24.0,0.0,134.1,127.2,0.0
6,1996,48.5,64.5,45.0,22.0,21.0,83.2,72.5,224.0,224.0,78.5,53.9,328.2,49.0,34.5,21.0,78.5,3.5,48.5,0.0,34.5,224.0,48.5,328.2,401.0,107.5,78.5,348.0,78.5,121.0,48.5,103.0,348.0,149.0,121.0,328.2,103.0,45.0,59.0,103.0,149.0,120.0,48.5,53.9,149.0,72.0,64.5,121.0,107.5,166.5,348.0,107.5
7,1996,54.5,34.4,9.5,55.0,175.0,0.0,62.0,94.5,159.0,0.0,61.8,9.5,0.0,83.0,5.5,27.7,50.5,83.0,55.0,70.6,50.5,51.0,62.0,17.0,118.0,3.4,9.0,50.5,54.5,55.0,61.5,159.0,118.0,94.5,55.0,0.0,83.0,50.5,43.5,61.8,175.0,61.5,50.5,211.0,34.4,9.5,54.5,62.0,83.0,175.0,55.0
8,1996,67.0,39.5,86.5,39.5,41.9,8.0,11.5,67.0,171.0,15.0,77.2,93.5,34.0,0.0,0.0,11.5,86.5,10.0,29.0,0.0,41.9,19.8,47.0,104.5,67.0,104.5,104.5,93.5,69.5,146.0,77.2,91.5,41.9,41.9,104.5,51.0,64.0,15.0,86.5,135.6,0.0,69.5,171.0,66.5,49.5,41.9,91.5,11.5,111.0,93.5,86.5
9,1996,0.0,3.5,24.0,8.5,44.0,30.9,0.0,11.0,24.0,2.0,109.5,16.0,15.5,5.0,2.0,0.0,21.0,15.5,0.0,18.0,0.0,109.5,44.0,21.0,5.0,8.5,18.5,3.0,10.8,30.9,24.5,15.5,3.5,109.5,3.0,24.0,0.0,123.0,18.0,16.0,109.5,123.0,22.5,30.9,1.0,5.0,10.8,16.0,26.5,22.5,30.9
10,1996,23.0,0.0,5.4,0.0,16.0,0.0,21.0,113.5,16.0,0.0,34.5,27.0,113.5,10.0,0.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,16.0,77.0,29.0,0.0,0.0,0.0,34.5,4.0,27.0,4.0,29.0,0.0,16.0,10.0,0.0,77.0,0.0,2.5,67.0,0.0,0.0,67.0,0.0,21.0,16.0,2.5,29.0,77.0,27.0
11,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,5.7,0.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.0,0.0,33.0,1.5,33.0,5.0,0.0,0.0
12,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1997,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1997,6.5,0.0,8.0,12.5,0.0,0.0,0.5,0.0,6.5,0.0,0.0,0.0,32.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.9,6.5,21.9,5.9,5.9,0.0,0.0,0.2,5.9,0.0,0.5,0.0,21.9,0.0,6.5,0.0,12.5,1.0,5.9,0.0,0.0,0.0,1.0,6.5,0.0,0.0,0.2,1.0,0.0,0.0,32.0
4,1997,0.0,6.0,9.0,0.0,0.0,49.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,25.0,3.0,22.0,1.5,5.9,21.5,7.5,0.0,0.0,9.0,88.0,0.0,0.0,25.0,0.0,1.0,1.5,88.0,0.0,0.0,0.0,22.0,21.5,9.0,25.0,21.5,88.0,7.5,49.5,1.5,67.5,67.5,7.5,0.0
5,1997,202.5,0.0,0.0,184.5,10.0,85.0,81.7,47.5,23.0,64.0,15.8,7.5,85.0,87.5,15.0,127.2,14.0,127.2,3.0,127.2,47.5,3.0,1.0,47.5,0.0,7.0,81.7,0.0,55.5,0.0,55.5,0.0,127.2,15.8,3.0,0.0,23.0,69.0,202.5,7.5,134.1,184.5,0.0,184.5,81.7,5.5,57.5,47.5,10.0,0.0,7.0
6,1997,401.0,107.5,48.5,49.0,48.5,64.5,48.5,121.0,72.5,1.0,103.0,59.0,3.5,49.0,328.2,0.0,78.5,21.0,328.2,72.0,22.0,149.0,166.5,224.0,224.0,48.5,0.0,72.5,22.0,3.5,224.0,166.5,190.0,49.0,401.0,166.5,0.0,107.5,121.0,49.0,328.2,145.0,3.5,45.0,59.0,103.0,48.5,348.0,121.0,3.5,34.5
7,1997,94.5,61.8,0.0,118.0,211.0,70.6,54.5,9.0,83.0,98.5,0.0,83.0,61.8,0.0,0.0,51.0,149.5,17.0,43.5,9.0,66.5,55.0,159.0,27.7,94.5,43.5,27.7,70.6,32.5,66.5,66.5,0.0,43.5,43.5,61.5,175.0,9.5,211.0,62.0,118.0,118.0,9.5,211.0,51.0,5.5,0.0,149.5,156.3,5.5,156.3,211.0
8,1997,135.6,66.5,91.5,17.5,29.0,0.0,39.5,91.5,8.0,11.5,171.0,51.0,0.0,29.0,19.8,19.8,17.5,51.0,93.5,93.5,146.0,29.0,67.0,47.0,41.0,15.0,0.0,146.0,111.0,10.0,49.5,67.0,93.5,17.5,39.5,15.0,39.5,93.5,77.2,0.0,41.0,47.0,41.9,111.0,64.0,66.5,69.5,66.5,51.0,41.9,41.0
9,1997,109.5,0.0,3.5,44.0,0.0,123.0,44.0,26.5,0.0,15.5,123.0,8.5,24.0,3.5,24.5,109.5,5.0,21.0,16.0,3.0,10.8,0.0,15.5,10.8,13.5,26.5,3.5,109.5,0.0,0.0,1.0,19.5,13.5,123.0,19.5,132.1,123.0,15.5,1.0,11.0,24.5,132.1,0.0,0.0,9.5,123.0,3.5,22.5,24.0,24.0,21.0
10,1997,113.5,8.0,0.0,4.0,4.0,16.0,4.0,0.0,4.0,4.0,0.0,5.4,0.0,0.0,8.0,23.0,0.0,0.0,29.0,0.0,10.0,0.0,4.0,8.0,23.0,4.0,8.0,77.0,0.0,10.0,0.0,23.0,0.0,10.0,0.0,0.0,10.0,0.0,77.0,57.5,77.0,0.0,0.0,4.0,57.5,0.0,4.0,27.0,0.0,0.0,4.0
11,1997,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.7,5.7,0.0,8.0,0.0,10.0,0.0,0.0,3.5,1.5,5.7,33.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,5.7,10.0,0.0,0.0,0.0
12,1997,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1998,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.5,0.0,0.0,32.0,0.0,12.5,0.0,1.0,21.9,0.0,6.5,0.0,0.0,0.0,5.9,5.9,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0,0.0,0.5,0.0,0.0,0.0,12.5,0.0,0.0,21.9,12.5
4,1998,27.5,7.5,5.9,0.0,7.5,3.0,21.5,5.9,0.0,0.0,0.0,88.0,49.5,88.0,21.5,0.0,0.0,5.9,0.0,0.0,0.0,67.5,3.0,0.0,25.0,3.0,7.5,22.0,1.5,1.5,1.5,0.0,0.0,0.0,9.0,22.0,49.5,67.5,7.5,17.0,1.5,0.0,0.0,0.0,0.0,7.5,22.0,22.0,25.0,0.0,21.5
5,1998,10.0,5.5,57.5,7.0,7.5,23.0,134.1,1.0,64.0,134.1,64.0,10.0,127.2,0.0,57.5,42.0,0.0,26.5,0.0,57.5,85.0,134.1,7.5,69.0,10.0,87.5,7.5,69.0,0.0,14.0,117.5,5.5,15.8,5.5,0.0,87.5,117.5,15.8,57.5,202.5,87.5,23.0,57.5,24.0,47.5,55.5,0.0,3.0,7.5,134.1,23.0
6,1998,34.5,120.0,121.0,3.5,78.5,99.0,59.0,72.0,121.0,401.0,149.0,401.0,34.5,348.0,121.0,34.5,64.5,103.0,190.0,21.0,72.0,21.0,401.0,1.0,48.5,128.0,22.0,45.0,59.0,22.0,48.5,3.5,128.0,72.0,3.5,72.5,103.0,99.0,224.0,64.5,224.0,166.5,72.0,107.5,83.2,190.0,348.0,328.2,64.5,72.5,53.9
7,1998,0.0,149.5,211.0,0.0,43.5,0.0,5.5,61.8,9.5,54.5,211.0,70.6,175.0,62.0,118.0,61.5,34.4,43.5,27.7,156.3,32.5,149.5,43.5,5.5,17.0,156.3,34.4,43.5,55.0,83.0,94.5,94.5,3.4,98.5,50.5,70.6,94.5,118.0,175.0,34.0,3.4,3.4,118.0,159.0,70.6,159.0,9.5,43.5,27.7,9.0,149.5
8,1998,0.0,86.5,66.5,29.0,39.5,41.9,41.9,146.0,10.0,51.0,111.0,0.0,171.0,41.0,146.0,39.5,34.0,39.5,64.0,67.0,93.5,41.0,86.5,15.0,17.5,0.0,49.5,91.5,15.0,171.0,10.0,47.0,39.5,171.0,135.6,93.5,91.5,66.5,0.0,11.5,146.0,171.0,0.0,0.0,0.0,34.0,51.0,47.0,0.0,146.0,0.0
9,1998,9.5,15.5,21.0,3.5,26.5,11.0,5.0,10.8,9.5,21.0,18.0,18.5,132.1,10.8,24.0,0.0,10.8,19.5,16.0,16.0,26.5,13.5,109.5,0.0,109.5,15.5,9.5,5.0,16.0,10.8,8.5,3.5,18.0,15.5,0.0,9.5,44.0,24.0,15.5,30.9,3.0,8.5,109.5,3.5,10.8,0.0,0.0,5.0,16.0,18.0,3.5
10,1998,0.0,0.0,0.0,0.0,27.0,0.0,0.0,23.0,4.0,67.0,10.0,0.0,16.0,67.0,67.0,0.0,0.0,0.0,27.0,57.5,34.5,0.0,29.0,10.0,8.0,27.0,0.0,8.0,0.0,0.0,0.0,0.0,113.5,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,8.0,29.0,10.0,10.0,77.0,0.0,0.0,0.0,34.5,23.0
11,1998,0.0,3.5,3.5,10.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,0.0,1.5,5.7,5.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,33.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.7,0.0,3.5,15.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,33.0,0.0
12,1998,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
1,1999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1999,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1999,5.9,5.9,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.5,0.0,0.0,0.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5,8.0,6.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.9,0.2,8.0
4,1999,5.9,1.5,25.0,0.0,21.5,0.0,17.0,49.5,22.0,0.0,5.9,17.0,1.5,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,0.0,0.0,88.0,0.0,1.0,0.0,0.0,7.5,0.0,0.0,0.0,3.0,3.0,0.5,0.0,0.0,1.0,0.0,0.5,27.5,0.0,0.0,67.5,9.0,0.0,0.0,17.0,88.0
5,1999,15.8,134.1,47.5,26.5,202.5,64.0,0.0,85.0,184.5,127.2,202.5,127.2,69.0,55.5,127.2,7.5,3.0,47.5,0.0,184.5,127.2,0.0,14.0,0.0,0.0,3.0,24.0,0.0,10.0,85.0,69.0,26.5,0.0,57.5,0.0,7.5,47.5,7.5,127.2,117.5,81.7,0.0,81.7,3.0,0.0,202.5,3.0,5.5,0.0,0.0,85.0
6,1999,53.9,1.0,190.0,1.0,53.9,48.5,128.0,21.0,48.5,120.0,190.0,103.0,0.0,401.0,72.0,59.0,1.0,72.0,72.5,348.0,48.5,34.5,145.0,83.2,128.0,48.5,64.5,0.0,3.5,103.0,145.0,120.0,22.0,21.0,0.0,21.0,59.0,121.0,120.0,59.0,48.5,83.2,48.5,59.0,121.0,328.2,103.0,48.5,49.0,145.0,22.0
7,1999,27.7,159.0,83.0,9.5,159.0,156.3,70.6,55.0,98.5,156.3,175.0,54.5,43.5,55.0,32.5,0.0,27.7,0.0,83.0,83.0,211.0,9.0,83.0,32.5,51.0,98.5,175.0,61.8,70.6,43.5,27.7,118.0,9.5,156.3,9.0,118.0,43.5,62.0,159.0,55.0,50.5,17.0,62.0,43.5,55.0,61.8,43.5,70.6,62.0,61.8,9.5
8,1999,77.2,93.5,93.5,10.0,49.5,66.5,34.0,51.0,15.0,104.5,39.5,15.0,49.5,15.0,66.5,17.5,19.8,0.0,15.0,104.5,86.5,15.0,69.5,146.0,111.0,69.5,91.5,29.0,66.5,91.5,69.5,19.8,8.0,47.0,64.0,11.5,0.0,49.5,39.5,93.5,19.8,51.0,0.0,51.0,15.0,15.0,77.2,8.0,0.0,104.5,19.8
9,1999,132.1,16.0,8.5,22.5,0.0,16.0,0.0,15.5,16.0,16.0,5.0,132.1,16.0,19.5,44.0,0.0,8.5,0.0,8.5,21.0,13.5,2.0,0.0,109.5,2.0,0.0,24.0,0.0,2.0,109.5,21.0,1.0,26.5,16.0,26.5,0.0,1.0,16.0,24.5,44.0,22.5,0.0,30.9,0.0,24.0,16.0,30.9,21.0,0.0,0.0,9.5
10,1999,5.4,0.0,21.0,29.0,0.0,5.4,0.0,4.0,77.0,0.0,21.0,16.0,0.0,0.0,0.0,0.0,4.0,2.5,34.5,0.0,8.0,0.0,0.0,4.0,16.0,0.0,113.5,4.0,29.0,8.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,57.5,34.5,0.0,0.0,5.4,0.0
11,1999,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2000,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2000,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,0.0,5.5,0.0,21.9,0.0,0.0,0.0,0.0,6.5,0.0,1.0,12.5,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,21.9,5.9,0.0,0.2,0.0,5.9,0.5
4,2000,7.5,49.5,21.5,25.0,27.5,0.0,0.0,0.0,0.0,22.0,3.0,0.0,27.5,0.0,0.0,25.0,5.9,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,7.5,0.0,25.0,0.0,17.0,27.5,49.5,17.0,0.0,1.5,0.0,0.5,0.0,0.0,7.5
